Cyclin D ,Cyclin D1,Cyclin D,Drosophila,Wine,Jesus
cloudControl ,List of legal entity types by country,Template:Lang,Language,Indonesian language,Jesus
Palmer DePaulis ,Ted Wilson (mayor),List of mayors of Salt Lake City,Salt Lake City,The Church of Jesus Christ of Latter-day Saints,Jesus
Spira mirabilis (orchestra) ,Formigine,Comune,Commune,Unitarianism,Jesus
Mesothen aurata ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Johnston (typeface) ,Typeface,Font family (HTML),HTML element,Acronym,Jesus
Alpenrod ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Grace Knapp ,Bitlis,Municipality,Ponce City Hall,Weather vane,Jesus
Trifurcula trasaghica ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
The Brink (TV series) ,Political satire,Talk:Political satire,Portal:Comedy,Parody,Jesus
Hydrophis fasciatus ,Conservation status,IUCN Red List,International Union for Conservation of Nature,Denmark,Jesus
Tourism in North East India ,Northeast India,Country,List of states with limited recognition,Holy See,Jesus
B3GNT1 ,Gene nomenclature,Nomenclature,Communication,Nous,Jesus
Anthicinae ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Miss America (DC Comics) ,Miss America (Marvel Comics),Marvel Comics,The Walt Disney Company,Star Wars,Jesus
Fluntern Cemetery ,Emil Abderhalden,Oberuzwil,List of sovereign states,Holy See,Jesus
William Rathbone Greg ,Manchester,Listen to this article,Manchester,Lord,Jesus
Izala Society ,Jos,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Jim Morris (playwright) ,Birkenhead,Birkenhead Town Hall,Birkenhead,British Board of Film Classification,Jesus
Berne frank ,Duplone,Berne frank,Switzerland,Tiberius,Jesus
Bucharest Business Week ,Romania,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Federal Project Number One ,Works Progress Administration,Federal Emergency Relief Administration,Franklin D. Roosevelt,George Washington,Jesus
Muri Kaseh ,Iran,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Carl Fogarty ,A History of Violence,David Cronenberg,Order of Canada,Hebrews 11,Jesus
Waitara River ,"Waitara, New Zealand",Waitara River,"Waitara, New Zealand",Sheep,Jesus
Shushkovka ,Burned house horizon,Chalcolithic,Stone Age,Common Era,Jesus
Equality Party of Quebec candidates in the 2003 Quebec provincial election ,Equality Party (Quebec),Quebec,Quebec French,Catholic Church,Jesus
List of county courthouses in Georgia (U.S. state) ,U.S. state,Commonwealth (U.S. state),U.S. state,Public holidays in the United States,Jesus
Joel Tippett ,Southport Australian Football Club,North East Australian Football League,Australia,Religion in Australia,Jesus
Ascalenia crypsiloga ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Dolnji Vrh ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
SS Imperator ,German Empire,German language,Germanic languages,Chariot,Jesus
Richard W. Guenther ,United States House of Representatives,Listen to this article,United States House of Representatives,Prayer,Jesus
North Danville Historic District ,National Register of Historic Places,Canadian Register of Historic Places,English language,Gospel of Matthew,Jesus
"Left, Right & Center ",Left Right and Centre,Sidney Gilliat,Cheshire,Liverpool Cathedral,Jesus
"Hoseynabad, Bafq ",Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Hatamunagala ,Sri Lanka,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Jane Hartwell ,Film producer,Production company,Performing arts,Pantomime,Jesus
William Knight (martyr) ,Selby District,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Permalco ,Perm,Perm (hairstyle),Bob cut,Dreadlocks,Jesus
"5th Battalion, 4 Gorkha Rifles ",India,Flag of India,National flag,National coat of arms,Jesus
Sirkka-Liisa Konttinen ,Anjalankoski,File:Finland adm location map.svg,Demographics of Finland,Denmark,Jesus
Resurrection (Cecco del Caravaggio) ,Cecco del Caravaggio,Caravaggio,Ottavio Leoni,Valentin de Boulogne,Jesus
Roberts–Carter House ,National Register of Historic Places,Canadian Register of Historic Places,English language,Gospel of Matthew,Jesus
ㅂ ,Hangul,Alphabet,Writing system,Indonesian language,Jesus
ULMA Handling Systems ,List of legal entity types by country,Template:Lang,Language,Indonesian language,Jesus
Yamahata Cave Tomb Cluster ,Japan,Flag of Japan,Japan,Common Era,Jesus
Shōnan-Fukasawa Station ,Kanagawa Prefecture,Prefectures of Japan,Unitary state,Lithuania,Jesus
John Chalstrey ,Master of Arts,Talk:Master of Arts,Education,Mosaic,Jesus
Kodi (software) ,Talk:Kodi (software),Kodi (software),Windows Vista,Christmas and holiday season,Jesus
Nothing to Declare (album) ,Album,Phonograph record,Spiral,Golden ratio,Jesus
Altaria (band) ,Jakobstad,Coat of arms of Jakobstad,Jakobstad,Denmark,Jesus
History of Bristol Rovers F.C. ,Association football,Listen to this article,Featured content – the best of Wikipedia,List of Dewey Decimal classes,Jesus
Tulsi Gowda ,Ankola,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Ali Kand ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Mohamed El-Kemissi ,Jendouba,Tunisia,French language,Classical Latin,Jesus
"Gonzalo González (footballer, born 1993) ","Rocha, Uruguay","Talk:Rocha, Uruguay",Geography of Uruguay,Sheep,Jesus
Charles C. Paine ,Wisconsin State Assembly,Lower house,Legislature,Religious law,Jesus
Marlboro Township Public School District ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Linux Tour ,Linux,Linux kernel,Linus Torvalds,Separation of church and state,Jesus
Nicolae Marinescu ,Nicolae Marinescu (general),Talk:Nicolae Marinescu (general),Portal:Romania,Byzantine Empire,Jesus
Centro District ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
National Museum of Damascus ,Damascus,Syriac language,Jesus
Vancouver Special ,Talk:Vancouver Special,Portal:Canada,Portal:Canada/Indices,Leonard Cohen,Jesus
"Memorial Gates, London ",United Kingdom,Great Britain,United Kingdom,Irreligion in the United Kingdom,Jesus
Wolves (1930 film) ,Albert de Courville,Croydon,Greater London,Turkey,Jesus
Pseudamnicola chia ,Conservation status,IUCN Red List,International Union for Conservation of Nature,Denmark,Jesus
Dodge WC54 ,Fargo Trucks,Wells Fargo,San Francisco,Hippie,Jesus
List of near threatened insects ,Data deficient,Conservation status,Extinction,Thomas Jefferson,Jesus
2000 United States presidential election in Oregon ,2000 United States presidential election,2000 United States elections,Bill Clinton,Georgetown University,Jesus
Palestinian Jews ,Outline of Judaism,Outline (list),Hierarchy,God in Christianity,Jesus
Djurdjura National Park ,National park,Park,Adelaide,Eastern Orthodox Church,Jesus
The Lord of the Rings Online: Mordor ,Video game developer,Video game industry,Game design,Devil,Jesus
Metro Atlantic Athletic Conference Men's Ice Hockey Tournament ,Metro Atlantic Athletic Conference,National Collegiate Athletic Association,Indianapolis,Cardinal (Catholic Church),Jesus
"Kis, Babol Kenar ",Iran,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Saint Mary's Redoubt ,Comino,Gozo,Gozo Region,Nadur,Jesus
Li Zhaoyi (taekwondo) ,China,Taiwan,China,Xi Jinping,Jesus
Uppvidinge Municipality ,Municipalities of Sweden,Counties of Sweden,Basic Laws of Sweden,Blasphemy,Jesus
Rodewald (surname) ,Alfred Edward Rodewald,Edward Elgar,Enigma Variations,Jesus
MRU Super Cup ,Geography of association football,Association football,Football,Shrove Tuesday,Jesus
Symbols of Tirana ,Tirana,Municipalities of Albania,Albanian language,Turkey,Jesus
Denais Stack ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Paul Doumer ,President of France,Emmanuel Macron,President of France,Louis IX of France,Jesus
Meanings of minor planet names: 119001–120000 ,Meanings of minor planet names,Minor Planet Center,Asteroid,Crucifix,Jesus
"Rusk, Texas ","Rusk County, Texas","Rusk, Texas",City,Mesopotamia,Jesus
Ramayana (Rajagopalachari book) ,C. Rajagopalachari,Rajaji (film),Bollywood,Buddhist mythology,Jesus
Borough Hall of the Borough of Waynesboro ,National Register of Historic Places,Canadian Register of Historic Places,English language,Gospel of Matthew,Jesus
Florida Gulf Coast Eagles women's basketball ,Karl Smesko,Atlantic Sun Conference,NCAA Division I,Georgetown University,Jesus
Ganz Works ,List of legal entity types by country,Template:Lang,Language,Indonesian language,Jesus
Handicap principle ,Hypothesis,Theorem,Pythagorean theorem,Mesopotamia,Jesus
Down by the River (novel) ,The Playboy of the Western World,John Millington Synge,Rathfarnham,Saint,Jesus
"Tha Pho, Phitsanulok ",Phitsanulok Province,Provinces of Thailand,Province,Indonesian language,Jesus
Kotha Palem ,Tallur,India,Flag of India,Sister Nivedita,Jesus
Robert Howard (athlete) ,"Little Rock, Arkansas",List of capitals in the United States,Capital city,Constantinople,Jesus
The Platinum Collection (David Bowie album) ,Compilation album,Performing arts,Performance art,Antithesis,Jesus
Sangeeta Samrat ,Rajashri,Vizianagaram,City,Mesopotamia,Jesus
Snowglobe (band) ,Indie rock,Punk rock,Garage rock,The Beatles,Jesus
Opostega chalcoplethes ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Endschütz ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
1960–61 Eerste Divisie ,Eerste Divisie,Geography of association football,FIFA,Corruption,Jesus
Zatoichi and the One-Armed Swordsman ,Kimiyoshi Yasuda,IMDb,Amazon (company),Black Friday (shopping),Jesus
Rein Maran ,Tartu,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Serhiy Leshchenko ,Talk:Serhiy Leshchenko,Portal:Biography,Jesus
Soul Mining ,Album,Phonograph record,Spiral,Golden ratio,Jesus
Banded pipefish ,Conservation status,IUCN Red List,International Union for Conservation of Nature,Denmark,Jesus
2019 Engie Open de Seine-et-Marne – Doubles ,2019 Engie Open de Seine-et-Marne,Tennis court,International Tennis Federation,Denmark,Jesus
Hexaplex cichoreum ,Gastropod shell,Snail Shell Cave,Limestone,Turkey,Jesus
Yusuf (surah) ,Quran,Jesus
Austin Riley ,Third baseman,David Wright,"Norfolk, Virginia",Marriage,Jesus
"House, North Carolina ",Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Local Court of New South Wales ,James Barnet,"Forest Lodge, New South Wales",Sydney,Pope Benedict XVI,Jesus
Tuckers Solicitors ,Tucker (surname),Old English,Beowulf,Christianity,Jesus
Red Rock Lakes Wilderness ,Wilderness area,Strict nature reserve,Protected area,Qianlong Emperor,Jesus
West Indian cricket team in England in 2007 ,Shivnarine Chanderpaul,"Orders, decorations, and medals of Guyana",Guyana,Christians,Jesus
Homosexuality in the Hebrew Bible ,Talk:Homosexuality in the Hebrew Bible,Homosexuality in the Hebrew Bible,Talk:Homosexuality in the Hebrew Bible,Portal:Christianity,Jesus
Texas Army National Guard ,Texas,U.S. state,Commonwealth (U.S. state),John Adams,Jesus
Paris by Night 88 ,Paris by Night,Paris by Night (1988 film),Thriller film,Guilt (emotion),Jesus
Vestfjorddalen (Svalbard) ,Indre Wijdefjorden National Park,National park,Conservation (ethic),Romanticism,Jesus
National CleanUp Day ,United States,Americas,Demonym,Greeks,Jesus
"Avoca, Minnesota ",List of sovereign states,Lists of countries and territories,List of sovereign states,Holy See,Jesus
"Calaca, Batangas ",Municipalities of the Philippines,List of cities and municipalities in the Philippines,List of Philippine city name etymologies,Saint Joseph,Jesus
Careful (album) ,Album,Phonograph record,Spiral,Golden ratio,Jesus
Vegetal rotation ,Morphogenesis,Morphogenesis (band),United Kingdom,Irreligion in the United Kingdom,Jesus
James White (basketball) ,Jim White (basketball),James White (basketball),Small forward,Julius Erving,Jesus
List of songs written by Norman Whitfield ,Norman Whitfield,Norman Whitfield (footballer),Leicester,Anno Domini,Jesus
T Scorpii ,Epoch (astronomy),Astronomy,Astrology,Exorcism,Jesus
Park Seung-cheol ,Korean name,Names of Korea,Korea,1st millennium,Jesus
William H. Detrick Gymnasium ,"New Britain, Connecticut",City,List of urban areas by population,Toluca,Jesus
Joseph Plateau Awards 2005 ,2005 in film,List of years in film,1870s in film,History of film,Jesus
1923–24 Austrian football championship ,Austrian Football Bundesliga,Geography of association football,FIFA,Corruption,Jesus
"Simoda, West Virginia ",Unincorporated area,"Contra Costa Centre, California",List of sovereign states,Holy See,Jesus
Curtiss F9C Sparrowhawk ,USS Macon (ZRS-5),"Macon, Georgia","Macon County, Georgia",Marriage,Jesus
List of first women lawyers and judges in California ,California,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Oscillibacter valericigenes ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Wanna Get to Know You ,Single (music),Revolutions per minute,Minute,Computus,Jesus
Kulegh Kalam ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Munditia proavita ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Cecilia Venier ,Paros,Parikia,Paros,Byzantine Empire,Jesus
Blanchette Brunoy ,Paris,Capital city,"Washington, D.C.",Washington National Cathedral,Jesus
John D. Schneider ,Rita Heard Days,Missouri Senate,Upper house,Denmark,Jesus
1944 Memorial Cup ,Memorial Cup,2015 Memorial Cup,Quebec,George Washington,Jesus
Piano Sonata No. 2 (Shostakovich) ,Talk:Piano Sonata No. 2 (Shostakovich),Portal:Classical music,Wikipedia talk:WikiProject Portals/Tasks,Portal:Evangelical Christianity,Jesus
Casseta & Planeta ,Brazil,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Panskura (community development block) ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Phyllonotus globosus ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Nectin ,Membranome database,Membranome,International Standard Book Number,11 (number),Jesus
Artificial urinary sphincter ,Specialty (medicine),Talk:Specialty (medicine),Portal:Medicine,Religion,Jesus
Qmunity ,Community centre,Neighborhood association,United States,God,Jesus
Heteroponera dentinodis ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Marat Tsallagov ,Vladikavkaz,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Mimodacne rhodesiaca ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
David Panter ,Bishop of Ross (Scotland),Bishop of Ross (Ireland),Cathedral Church of St. Fachtna,Christian denomination,Jesus
Smolny College ,Saint Petersburg,Listen to this article,Saint Petersburg,Saint Peter,Jesus
Palazzo Wedekind ,Piazza Colonna,Column of Marcus Aurelius,Marcus Aurelius,Tiberius,Jesus
Wieluń Land ,Polish language,About this sound,Polish language,Lithuania,Jesus
Kate Gordon Moore ,Forest Lawn Memorial Park (Glendale),Forest Lawn Memorial Park (Hollywood Hills),Pierce Brothers Westwood Village Memorial Park and Mortuary,The Story of Civilization,Jesus
Tae (Korean name) ,Hangul,Alphabet,Writing system,Indonesian language,Jesus
Bob Neal (Cleveland sportscaster) ,Cleveland Indians,2019 Cleveland Indians season,American League,Mike Matheny,Jesus
William Llewelyn Davies ,National Library of Wales,Sidney Greenslade,National Library of Wales,Annunciation,Jesus
David Campbell (athlete) ,"Halifax, Nova Scotia",Regional municipality,Local government,Turkey,Jesus
Fort of São João das Maias ,"Oeiras, Portugal",Municipalities of Portugal,Portugal,Christianity,Jesus
Intelligent control ,Control theory,Control (linguistics),Linguistics,Translation,Jesus
Nipsistiarios ,Greek language,Proto-Greek language,Indo-European languages,Chariot,Jesus
List of undisputed boxing champions ,Undisputed champion,Undisputed championship,Professional wrestling,Pantomime,Jesus
1997 IAAF Grand Prix Final ,Hakatanomori Athletic Stadium,Seating capacity,Indianapolis Motor Speedway,"Ontario, California",Jesus
R. Byron Pipes ,Rensselaer Polytechnic Institute,Private university,Private school,Judaism,Jesus
Katherine Peden ,"Hopkinsville, Kentucky","Hopkinsville, Ohio",Unincorporated area,Denmark,Jesus
Regent Shopping Centre ,Scotland,Flag of Scotland,Saltire,Saint Peter,Jesus
Endomysium ,Terminologia Histologica,Controlled vocabulary,Taxonomy (general),Ramon Llull,Jesus
First Rock Concert – Remembering Mohiner Ghoraguli ,Moheener Ghoraguli,Rabindra Sadan,Kolkata,Muslims,Jesus
Mannheim–Weinheim railway ,Hesse,Hermann Hesse,Calw,United Methodist Church,Jesus
Laroque-des-Arcs ,Bellefont-La Rauze,Communes of France,Paris Commune,Marxism and religion,Jesus
Siv Henriette Jacobsen ,Labour Party (Norway),Oslo,List of historical capitals of Norway,Denmark,Jesus
National Institute of Geophysics and Volcanology ,Italian language,Regional Italian,Italian language,San Marino,Jesus
Ikotos County ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Eloísa Gutiérrez ,Chuquisaca Department,Bolivia,Spanish language,Classical Latin,Jesus
802 ,IEEE 802,Local area network,Near-field communication,Star Wars,Jesus
Isa Günther ,Ballet,Edgar Degas,The Bellelli Family,Renaissance,Jesus
Traditional food ,National dish,Pilaf,Afghanistan,Muhammad,Jesus
Dominican Republic at the 1996 Summer Olympics ,Flag of the Dominican Republic,Flag of Dominica,Flag of the Dominican Republic,Bible,Jesus
The Laws of Inferno Dynamics ,Agents of S.H.I.E.L.D.,Agents of S.H.I.E.L.D. (comic book),Marvel Comics,Star Wars,Jesus
Rob Newton (footballer) ,Essendon Football Club,Essendon Association Football Club,Collingwood Football Club,Celebrity,Jesus
National Nuclear Safety Administration ,National Nuclear Security Administration,National Nuclear Safety Administration,National Nuclear Security Administration,Rick Perry,Jesus
Line 2 (Xuzhou Metro) ,Rapid transit,Urban rail transit,Rail transport,Denmark,Jesus
Sherlock (software) ,Apple Inc.,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Tallula watsoni ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Stanislav Vagaský ,Boxing,Royal Navy,United Kingdom,Irreligion in the United Kingdom,Jesus
"Fortunato de Felice, 2nd Count Panzutti ",Rome,Capital city,"Washington, D.C.",Washington National Cathedral,Jesus
Public Administration Campus ,Tribhuvan University,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Mark Murray (rugby league) ,Brisbane,Queensland,States and territories of Australia,Religion in Australia,Jesus
Daniel's Daughter ,Laura Leighton,"Iowa City, Iowa",City,Mesopotamia,Jesus
Loxomerus ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
Animation Forum West Midlands ,Birmingham City University,University of Birmingham,University of Alabama at Birmingham,Georgetown University,Jesus
Petticoat Line ,Panel show,Carl Kasell,"Goldsboro, North Carolina",Marriage,Jesus
Boris Kornilov ,Russian language,Rusyn language,Russian language,Lithuania,Jesus
Helma Lodders ,Klundert,List of sovereign states,Lists of countries and territories,Religion,Jesus
Dash Pasak ,Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Vox Christi ,Jesus
Aleksandr Khvostunov ,Qarshi,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Kicunzo ,Communes of Angola,Angola,Portuguese language,Classical Latin,Jesus
John Markley ,Biochemist,Talk:Biochemist,Portal:Technology,Human condition,Jesus
Snyder station ,SEPTA,Delaware Valley,Metropolitan area,Turkey,Jesus
Serbian Despotate ,Coat of arms of Serbia,Armiger,Category:Heraldry,Attributed arms,Jesus
Ramón Búa Otero ,Spain,Geographic coordinate system,Geodesy,Mesopotamia,Jesus
Table squash ,Table tennis,Sports governing body,International Olympic Committee,Turkey,Jesus
Marie Huet ,Paris,Capital city,"Washington, D.C.",Washington National Cathedral,Jesus
Chesterville Brick House ,National Register of Historic Places,Canadian Register of Historic Places,English language,Gospel of Matthew,Jesus
Russell Henry Chittenden ,"New Haven, Connecticut","New Haven County, Connecticut","New Haven, Connecticut",George Washington,Jesus
2004 FIG Rhythmic Gymnastics World Cup Final ,Rhythmic Gymnastics World Cup,2020 FIG Rhythmic Gymnastics World Cup series,2020 Summer Olympics,Turkey,Jesus
Dungeons & Dragons retro-clones ,Fantasy,Fantasy literature,Fantasy Book,L. Ron Hubbard,Jesus
Billy Spittle ,Southfields,Greater London,Counties of England,List of cultural icons of England,Jesus
2009 J.League Cup ,J.League Cup,Kawasaki Frontale,2018 J1 League,Turkey,Jesus
Harshaw ,Henry B. Harshaw,Jeremiah McLain Rusk,United States Secretary of Agriculture,Jimmy Carter,Jesus
Nernst–Planck equation ,Walther Nernst,West Prussia,Prussia,Judaism,Jesus
Trust an Amateur ,Album,Phonograph record,Spiral,Golden ratio,Jesus
Hiroyuki Fujiwara ,Hokkaido,Prefectures of Japan,Unitary state,Lithuania,Jesus
Imperial Guard (Japan) ,Rising Sun Flag,Japan Maritime Self-Defense Force,Japan,Common Era,Jesus
Gormflaith ,Irish language,Ireland,Republic of Ireland,Protestantism,Jesus
"Shir Hesar, Miyan Velayat ",Geographic coordinate system,Template:Coord,Wikidata,English Wikipedia,Jesus
Tsebona ,Taxonomy (biology),Taxidermy,Taxonomy (biology),Carl Linnaeus,Jesus
1991 Texas Tech Red Raiders football team ,Texas Tech Red Raiders football,2019 Texas Tech Red Raiders football team,Spread offense,Drew Brees,Jesus
Stefan Hajdin ,"Glina, Croatia",List of cities and towns in Croatia,Croatia,Christianity,Jesus
Australian five-pound note ,Australian pound,Shilling,Currency,Mesopotamia,Jesus
Esteban Giambuzzi ,Defender (association football),Sport,Childhood,John Locke,Jesus
Ivan Svitlichny ,Kiev,City with special status,Administrative divisions of Ukraine,List of places named after people,Jesus
